Invoice,customer_id,order_date,split,returned,order_value,log_order_value,n_lines,total_quantity,mean_unit_price,max_unit_price,price_vs_sku_mean,hour_of_day,day_of_week,is_uk,customer_prior_orders,customer_prior_returns,customer_prior_return_rate,customer_tenure_days,is_new_customer,basket_sku_return_rate,basket_max_sku_return_rate
SYN020250,1681.0,2011-05-06 00:08:00,train,0,126.63,4.849135,22,68.0,1.86,5.57,0.4458,13,4,1,10,1,0.1,506.1326,0,0.200265,0.321065
SYN020251,1763.0,2011-05-06 01:21:00,train,1,186.73,5.235005,16,140.0,1.33,2.31,0.4918,12,4,1,3,0,0.0,77.6542,0,0.216889,0.506965
SYN020252,5209.0,2011-05-06 01:21:00,train,1,307.03,5.730197,22,227.0,1.35,5.8,0.3227,15,4,1,2,0,0.0,44.0875,0,0.200353,0.265565
SYN020253,2232.0,2011-05-06 01:53:00,train,0,76.12,4.345363,23,178.0,0.43,1.13,0.115,9,4,1,3,0,0.0,163.9243,0,0.202781,0.382336
SYN020254,5507.0,2011-05-06 02:23:00,train,0,450.27,6.112066,21,91.0,4.95,19.27,1.2659,15,4,1,0,0,-1.0,0.0,1,0.18551,0.295097
SYN020255,3836.0,2011-05-06 02:45:00,train,1,352.77,5.868647,28,136.0,2.59,9.86,0.614,11,4,1,11,3,0.272727,503.6708,0,0.208487,0.321437
SYN020256,5799.0,2011-05-06 03:35:00,train,0,267.42,5.592553,20,134.0,2.0,11.39,0.391,12,4,1,8,0,0.0,308.2,0,0.196369,0.279397
SYN020257,3737.0,2011-05-06 03:52:00,train,0,133.98,4.905127,23,279.0,0.48,1.48,0.0865,11,4,1,0,0,-1.0,0.0,1,0.184722,0.292621
SYN020258,4579.0,2011-05-06 03:56:00,train,0,1111.11,7.014014,25,243.0,4.57,7.65,1.0455,13,4,1,7,2,0.285714,437.3688,0,0.203031,0.288053
SYN020259,3363.0,2011-05-06 04:28:00,train,1,163.67,5.103943,23,25.0,6.55,19.07,1.2195,15,4,1,2,0,0.0,64.6229,0,0.212932,0.387801
SYN020260,352.0,2011-05-06 04:29:00,train,0,320.41,5.772718,20,222.0,1.44,6.34,0.5161,14,4,1,3,0,0.0,35.116,0,0.201697,0.301113
SYN020261,610.0,2011-05-06 04:45:00,train,1,347.1,5.85249,28,226.0,1.54,9.05,0.494,11,4,1,1,0,0.0,14.9819,0,0.21541,0.573951
SYN020262,2415.0,2011-05-06 04:46:00,train,0,693.93,6.543811,16,299.0,2.32,5.12,0.5988,10,4,1,7,4,0.571429,281.4167,0,0.190075,0.241317
SYN020263,996.0,2011-05-06 05:54:00,train,0,678.48,6.521328,8,35.0,19.39,84.4,6.5025,11,4,1,0,0,-1.0,0.0,1,0.179731,0.255884
SYN020264,499.0,2011-05-06 06:50:00,train,0,46.17,3.853758,25,167.0,0.28,0.91,0.0497,20,4,0,3,0,0.0,84.5451,0,0.194034,0.242905
SYN020265,2866.0,2011-05-06 07:10:00,train,0,3738.29,8.226651,24,104.0,35.95,105.22,9.6556,15,4,0,5,1,0.2,242.9847,0,0.195897,0.313697
SYN020266,2337.0,2011-05-06 07:26:00,train,0,229.35,5.4396,24,373.0,0.61,2.15,0.1614,11,4,1,0,0,-1.0,0.0,1,0.199011,0.256214
SYN020267,1629.0,2011-05-06 07:33:00,train,1,362.52,5.895834,27,279.0,1.3,6.07,0.439,12,4,1,0,0,-1.0,0.0,1,0.186229,0.234624
SYN020268,3561.0,2011-05-06 07:39:00,train,0,106.11,4.673856,17,64.0,1.66,8.57,0.49,11,4,1,0,0,-1.0,0.0,1,0.20312,0.337456
SYN020269,1909.0,2011-05-06 07:45:00,train,0,784.71,6.666588,16,361.0,2.17,8.89,0.3648,13,4,1,1,1,1.0,23.3444,0,0.201751,0.296343
SYN020270,4378.0,2011-05-06 07:46:00,train,0,165.53,5.115175,22,80.0,2.07,11.84,0.4172,13,4,1,6,2,0.333333,210.841,0,0.215354,0.319051
SYN020271,3255.0,2011-05-06 09:09:00,train,0,704.02,6.558226,21,135.0,5.21,27.43,1.1698,9,4,1,1,1,1.0,74.7438,0,0.22276,0.349292
SYN020272,3257.0,2011-05-06 09:29:00,train,0,243.57,5.499502,20,565.0,0.43,1.51,0.1264,13,4,1,7,3,0.428571,508.9875,0,0.192509,0.258984
SYN020273,5750.0,2011-05-06 10:01:00,train,1,367.08,5.9083,12,75.0,4.89,20.96,1.3078,12,4,1,4,1,0.25,83.1681,0,0.202433,0.493256
SYN020274,1707.0,2011-05-06 11:01:00,train,0,203.38,5.319981,27,160.0,1.27,1.97,0.3082,11,4,1,4,2,0.5,134.1097,0,0.20578,0.289531
SYN020275,4916.0,2011-05-06 11:11:00,train,0,371.64,5.920613,20,133.0,2.79,14.44,0.6797,11,4,0,16,2,0.125,487.6951,0,0.204528,0.37447
SYN020276,2816.0,2011-05-06 11:35:00,train,0,322.11,5.777993,20,82.0,3.93,6.5,1.1927,14,4,1,2,0,0.0,73.2222,0,0.209862,0.268213
SYN020277,5385.0,2011-05-06 11:57:00,train,0,47.84,3.88855,24,276.0,0.17,0.55,0.0377,11,4,0,8,2,0.25,294.9208,0,0.188052,0.254881
SYN020278,5046.0,2011-05-06 13:09:00,train,0,47.48,3.881151,23,112.0,0.42,1.71,0.1044,10,4,1,5,0,0.0,232.1306,0,0.189593,0.252547
SYN020279,2132.0,2011-05-06 13:17:00,train,0,1096.16,7.00048,14,58.0,18.9,30.27,4.1362,12,4,1,1,0,0.0,24.9743,0,0.19752,0.256839
SYN020280,1413.0,2011-05-06 13:59:00,train,1,168.9,5.13521,22,212.0,0.8,4.29,0.1467,8,4,1,0,0,-1.0,0.0,1,0.206109,0.453755
SYN020281,5031.0,2011-05-06 14:13:00,train,0,288.76,5.669053,16,88.0,3.28,6.87,1.1038,15,4,1,0,0,-1.0,0.0,1,0.192961,0.317735
SYN020282,2077.0,2011-05-06 14:21:00,train,0,472.18,6.159476,20,97.0,4.87,8.77,1.6909,13,4,1,0,0,-1.0,0.0,1,0.187529,0.255888
SYN020283,2078.0,2011-05-06 15:20:00,train,0,39.0,3.688879,16,66.0,0.59,2.27,0.112,8,4,1,2,0,0.0,172.5083,0,0.188568,0.269364
SYN020284,2402.0,2011-05-06 15:20:00,train,0,520.65,6.256997,27,247.0,2.11,4.56,0.4662,9,4,1,1,0,0.0,22.8035,0,0.190619,0.250696
SYN020285,3576.0,2011-05-06 15:29:00,train,0,198.73,5.296966,21,183.0,1.09,3.18,0.3352,12,4,1,3,0,0.0,73.1708,0,0.193062,0.280196
SYN020286,1625.0,2011-05-06 15:46:00,train,0,411.48,6.022188,24,64.0,6.43,8.6,1.2507,14,4,1,4,0,0.0,119.275,0,0.202321,0.262466
SYN020287,1801.0,2011-05-06 15:55:00,train,0,203.38,5.319981,15,42.0,4.84,26.79,1.2172,11,4,1,8,2,0.25,185.7639,0,0.20943,0.279133
SYN020288,4685.0,2011-05-06 16:41:00,train,0,155.01,5.04992,23,210.0,0.74,1.8,0.1819,9,4,1,0,0,-1.0,0.0,1,0.202029,0.282761
SYN020289,4090.0,2011-05-06 17:46:00,train,0,1602.62,7.380019,16,109.0,14.7,39.33,4.0772,11,4,1,6,1,0.166667,251.041,0,0.213419,0.281609
SYN020290,4350.0,2011-05-06 18:32:00,train,0,327.12,5.793379,17,70.0,4.67,8.38,0.7936,15,4,1,11,1,0.090909,443.0104,0,0.196169,0.293548
SYN020291,1198.0,2011-05-06 18:43:00,train,1,386.8,5.96049,20,459.0,0.84,3.66,0.2652,15,4,1,14,6,0.428571,321.734,0,0.200222,0.289294
SYN020292,3957.0,2011-05-06 19:04:00,train,0,151.91,5.02985,25,132.0,1.15,2.14,0.2304,10,4,1,11,2,0.181818,444.0229,0,0.210214,0.370806
SYN020293,5372.0,2011-05-06 19:43:00,train,0,651.01,6.48006,21,788.0,0.83,4.93,0.3125,13,4,1,3,1,0.333333,67.5486,0,0.190409,0.261605
SYN020294,4860.0,2011-05-06 21:11:00,train,1,2006.36,7.604576,21,176.0,11.4,28.99,3.834,18,4,1,1,0,0.0,11.9924,0,0.218033,0.518238
SYN020295,2677.0,2011-05-06 21:39:00,train,0,46.81,3.867235,12,152.0,0.31,1.69,0.1257,9,4,1,3,0,0.0,302.7521,0,0.226926,0.479073
SYN020296,151.0,2011-05-06 21:42:00,train,0,751.03,6.622776,12,137.0,5.48,21.55,1.5813,9,4,1,1,0,0.0,68.3729,0,0.241761,0.440915
SYN020297,163.0,2011-05-06 21:51:00,train,1,300.29,5.708073,21,274.0,1.1,4.4,0.3707,17,4,1,3,0,0.0,271.4847,0,0.195798,0.255259
SYN020298,293.0,2011-05-06 21:54:00,train,1,510.72,6.237778,18,78.0,6.55,12.03,1.3092,12,4,0,3,2,0.666667,120.0243,0,0.220613,0.301991
SYN020299,652.0,2011-05-06 21:57:00,train,0,33.44,3.539219,23,216.0,0.15,0.77,0.0336,10,4,1,0,0,-1.0,0.0,1,0.196135,0.310918
SYN020300,1146.0,2011-05-06 23:10:00,train,0,802.29,6.688716,21,477.0,1.68,4.02,0.4423,14,4,1,4,1,0.25,212.8486,0,0.206367,0.314517
SYN020301,2332.0,2011-05-07 00:07:00,train,1,82.28,4.422208,28,176.0,0.47,2.64,0.1593,14,5,1,0,0,-1.0,0.0,1,0.216642,0.406362
SYN020302,2707.0,2011-05-07 00:16:00,train,1,907.0,6.811244,29,352.0,2.58,11.74,0.6002,19,5,1,12,8,0.666667,436.3681,0,0.211559,0.31702
SYN020303,2840.0,2011-05-07 01:01:00,train,0,219.89,5.397665,20,233.0,0.94,2.18,0.2474,6,5,1,8,1,0.125,353.8201,0,0.205545,0.235882
SYN020304,2637.0,2011-05-07 01:10:00,train,0,134.41,4.908307,16,298.0,0.45,0.98,0.0904,12,5,1,5,0,0.0,188.3854,0,0.215311,0.310927
SYN020305,1167.0,2011-05-07 01:22:00,train,0,73.07,4.305011,15,52.0,1.41,4.25,0.354,14,5,1,6,0,0.0,517.3278,0,0.19806,0.24362
SYN020306,1429.0,2011-05-07 01:28:00,train,0,155.03,5.050048,22,106.0,1.46,5.47,0.2916,14,5,1,2,1,0.5,15.8368,0,0.201825,0.277242
SYN020307,2670.0,2011-05-07 01:41:00,train,0,85.36,4.458525,18,121.0,0.71,3.22,0.2012,10,5,1,3,0,0.0,111.3361,0,0.191218,0.259333
SYN020308,2415.0,2011-05-07 02:01:00,train,1,222.07,5.407486,23,126.0,1.76,8.32,0.4471,12,5,1,8,4,0.5,282.3021,0,0.197521,0.250683
SYN020309,233.0,2011-05-07 02:40:00,train,0,265.18,5.584173,18,175.0,1.52,5.75,0.3398,11,5,1,1,0,0.0,36.6771,0,0.195541,0.291954
SYN020310,1569.0,2011-05-07 03:06:00,train,0,223.27,5.412851,33,87.0,2.57,7.34,0.4463,14,5,1,7,2,0.285714,513.2056,0,0.201237,0.285374
SYN020311,633.0,2011-05-07 03:15:00,train,0,2571.4,7.852595,21,306.0,8.4,28.26,1.611,15,5,1,2,0,0.0,24.9285,0,0.206473,0.270373
SYN020312,3174.0,2011-05-07 03:31:00,train,0,256.92,5.552649,22,140.0,1.84,7.73,0.5581,13,5,0,11,3,0.272727,308.1306,0,0.194441,0.245766
SYN020313,5017.0,2011-05-07 03:53:00,train,1,165.46,5.114755,16,183.0,0.9,5.23,0.2044,13,5,1,1,0,0.0,122.5903,0,0.209972,0.520921
SYN020314,4616.0,2011-05-07 05:04:00,train,0,387.88,5.963271,18,136.0,2.85,6.6,0.5983,16,5,1,0,0,-1.0,0.0,1,0.218577,0.303916
SYN020315,2858.0,2011-05-07 05:36:00,train,1,187.19,5.237452,18,139.0,1.35,7.7,0.2704,15,5,1,3,1,0.333333,214.1694,0,0.202995,0.308166
SYN020316,154.0,2011-05-07 05:53:00,train,0,328.1,5.796362,16,132.0,2.49,3.03,0.4872,13,5,1,6,2,0.333333,292.0326,0,0.175952,0.268433
SYN020317,521.0,2011-05-07 07:07:00,train,0,430.87,6.068125,23,170.0,2.53,7.92,0.7357,11,5,1,8,3,0.375,276.9104,0,0.218401,0.402247
SYN020318,5072.0,2011-05-07 07:43:00,train,0,619.61,6.430703,21,91.0,6.81,31.1,1.0653,9,5,1,0,0,-1.0,0.0,1,0.190948,0.263914
SYN020319,799.0,2011-05-07 07:57:00,train,0,357.24,5.881203,20,185.0,1.93,7.71,0.5436,11,5,1,3,0,0.0,319.5208,0,0.201288,0.266871
SYN020320,5604.0,2011-05-07 08:05:00,train,0,89.19,4.501919,16,31.0,2.88,8.18,0.8015,16,5,1,4,0,0.0,155.1042,0,0.207437,0.281338
SYN020321,4396.0,2011-05-07 08:24:00,train,0,247.58,5.515765,24,252.0,0.98,2.44,0.2589,7,5,1,7,1,0.142857,198.5153,0,0.201802,0.278707
SYN020322,3776.0,2011-05-07 09:28:00,train,0,459.87,6.133116,25,184.0,2.5,12.59,0.5922,13,5,1,7,1,0.142857,214.9479,0,0.196585,0.27651
SYN020323,779.0,2011-05-07 09:40:00,train,0,889.09,6.791323,20,133.0,6.68,16.2,1.937,14,5,1,3,1,0.333333,134.4285,0,0.190903,0.278891
SYN020324,5344.0,2011-05-07 11:23:00,train,0,382.06,5.948192,18,66.0,5.79,15.84,0.9766,9,5,1,7,1,0.142857,360.0618,0,0.187713,0.278231
SYN020325,1700.0,2011-05-07 12:37:00,train,0,123.22,4.822054,12,37.0,3.33,7.19,0.5357,14,5,1,3,0,0.0,117.5111,0,0.202566,0.273613
SYN020326,1025.0,2011-05-07 12:45:00,train,0,47.52,3.881976,27,631.0,0.08,0.26,0.0216,14,5,1,1,0,0.0,74.2257,0,0.20177,0.260845
SYN020327,5126.0,2011-05-07 12:52:00,train,0,103.23,4.6466,24,48.0,2.15,9.9,0.5542,12,5,1,3,0,0.0,130.641,0,0.204085,0.273709
SYN020328,4425.0,2011-05-07 13:26:00,train,1,473.63,6.162536,25,38.0,12.46,24.47,1.9268,15,5,1,0,0,-1.0,0.0,1,0.194067,0.285354
SYN020329,2992.0,2011-05-07 13:38:00,train,0,2071.57,7.636545,23,243.0,8.52,18.08,3.0113,10,5,1,1,0,0.0,19.7986,0,0.214611,0.280272
SYN020330,3947.0,2011-05-07 13:55:00,train,0,554.58,6.320013,17,85.0,6.52,30.92,1.564,9,5,1,0,0,-1.0,0.0,1,0.190605,0.248307
SYN020331,405.0,2011-05-07 14:09:00,train,0,28.29,3.377246,25,113.0,0.25,1.18,0.0686,14,5,1,6,0,0.0,87.3257,0,0.207009,0.398237
SYN020332,3070.0,2011-05-07 14:55:00,train,0,1549.29,7.346197,20,27.0,57.38,316.73,16.3044,11,5,1,3,1,0.333333,119.2847,0,0.197157,0.235877
SYN020333,1721.0,2011-05-07 16:38:00,train,0,229.46,5.440077,18,298.0,0.77,2.57,0.1674,14,5,0,1,0,0.0,16.9931,0,0.20805,0.272784
SYN020334,4891.0,2011-05-07 17:28:00,train,0,93.1,4.544358,21,348.0,0.27,0.87,0.0594,7,5,1,0,0,-1.0,0.0,1,0.194041,0.268232
SYN020335,1241.0,2011-05-07 17:57:00,train,0,288.4,5.66781,20,103.0,2.8,6.88,0.5616,9,5,1,6,0,0.0,159.0201,0,0.214493,0.347
SYN020336,2600.0,2011-05-07 17:57:00,train,0,1455.71,7.283936,18,47.0,30.97,174.55,6.9532,6,5,1,2,0,0.0,108.6146,0,0.190008,0.252934
SYN020337,710.0,2011-05-07 18:09:00,train,1,261.39,5.569832,18,225.0,1.16,4.48,0.3251,10,5,1,1,0,0.0,49.6826,0,0.211271,0.536062
SYN020338,5579.0,2011-05-07 18:17:00,train,0,514.54,6.245215,22,126.0,4.08,5.98,1.3692,12,5,1,2,0,0.0,41.3722,0,0.201191,0.288413
SYN020339,738.0,2011-05-07 19:05:00,train,0,63.84,4.171923,21,511.0,0.12,0.35,0.0369,11,5,1,1,0,0.0,64.3486,0,0.212535,0.290137
SYN020340,3990.0,2011-05-07 19:25:00,train,0,2004.45,7.603624,17,186.0,10.78,60.82,2.2508,8,5,1,2,0,0.0,45.5924,0,0.183068,0.245191
SYN020341,2231.0,2011-05-07 19:37:00,train,0,634.27,6.45405,15,178.0,3.56,8.75,0.9518,14,5,1,3,0,0.0,45.7236,0,0.203317,0.253434
SYN020342,606.0,2011-05-07 19:52:00,train,0,101.63,4.63113,21,122.0,0.83,4.74,0.1897,11,5,1,2,0,0.0,77.6868,0,0.188378,0.248295
SYN020343,4458.0,2011-05-07 20:23:00,train,0,740.52,6.608702,19,131.0,5.65,17.41,1.1337,12,5,1,4,1,0.25,395.1618,0,0.188045,0.240187
SYN020344,1408.0,2011-05-07 20:26:00,train,0,218.38,5.390805,20,77.0,2.84,6.5,0.8127,11,5,1,1,1,1.0,167.8125,0,0.215916,0.39428
SYN020345,3648.0,2011-05-07 20:49:00,train,0,2087.34,7.644125,28,160.0,13.05,17.73,4.5426,13,5,1,0,0,-1.0,0.0,1,0.199362,0.288057
SYN020346,4197.0,2011-05-07 21:14:00,train,0,1029.34,6.937644,17,74.0,13.91,54.5,4.3007,9,5,1,10,3,0.3,376.9028,0,0.204528,0.265706
SYN020347,541.0,2011-05-07 21:15:00,train,0,68.77,4.245204,23,227.0,0.3,0.33,0.1104,10,5,1,6,2,0.333333,178.6882,0,0.205234,0.315066
SYN020348,769.0,2011-05-07 21:28:00,train,0,374.75,5.928924,25,206.0,1.82,9.03,0.5184,12,5,1,3,0,0.0,48.9562,0,0.197735,0.265703
SYN020349,5643.0,2011-05-07 21:37:00,train,0,139.94,4.948334,15,52.0,2.69,9.45,0.6025,10,5,1,11,0,0.0,289.6896,0,0.188039,0.272755
SYN020350,2535.0,2011-05-07 21:45:00,train,0,963.89,6.872014,20,105.0,9.18,45.35,1.7023,13,5,1,1,0,0.0,121.1201,0,0.191424,0.245388
SYN020351,1054.0,2011-05-07 22:03:00,train,0,407.81,6.013251,22,86.0,4.74,19.7,1.6898,6,5,1,0,0,-1.0,0.0,1,0.200291,0.274181
SYN020352,694.0,2011-05-07 23:08:00,train,0,185.39,5.227841,20,116.0,1.6,6.1,0.6009,17,5,1,1,0,0.0,10.8715,0,0.209082,0.553896
SYN020353,1555.0,2011-05-07 23:17:00,train,0,208.41,5.344294,18,87.0,2.4,9.16,0.5541,19,5,1,2,0,0.0,85.4306,0,0.209956,0.278697
SYN020354,1599.0,2011-05-07 23:36:00,train,0,107.87,4.690155,17,53.0,2.04,10.66,0.2719,15,5,1,1,0,0.0,19.0368,0,0.201916,0.394261
SYN020355,872.0,2011-05-08 00:07:00,train,0,218.65,5.392035,20,268.0,0.82,3.76,0.2811,19,6,1,0,0,-1.0,0.0,1,0.207947,0.276122
SYN020356,620.0,2011-05-08 00:49:00,train,0,235.03,5.463959,18,40.0,5.88,20.31,1.3905,10,6,0,7,3,0.428571,273.7764,0,0.192316,0.305158
SYN020357,3846.0,2011-05-08 01:16:00,train,0,241.23,5.489888,14,151.0,1.6,6.76,0.4438,16,6,1,4,0,0.0,131.4785,0,0.220017,0.283581
SYN020358,137.0,2011-05-08 01:35:00,train,0,439.61,6.08816,18,316.0,1.39,4.43,0.301,14,6,0,0,0,-1.0,0.0,1,0.214672,0.405765
SYN020359,762.0,2011-05-08 02:08:00,train,0,209.91,5.351432,26,290.0,0.72,1.85,0.198,14,6,1,2,0,0.0,42.4118,0,0.182209,0.278714
SYN020360,5898.0,2011-05-08 03:21:00,train,1,2485.23,7.818523,21,327.0,7.6,24.28,1.7828,9,6,1,4,1,0.25,210.9257,0,0.199097,0.257341
SYN020361,2533.0,2011-05-08 04:11:00,train,0,147.9,5.003275,21,99.0,1.49,6.92,0.2941,13,6,1,4,0,0.0,130.1792,0,0.186622,0.243863
SYN020362,320.0,2011-05-08 05:21:00,train,0,559.93,6.329596,22,47.0,11.91,28.0,4.4105,12,6,1,11,2,0.181818,415.0722,0,0.196051,0.253064
SYN020363,1389.0,2011-05-08 05:22:00,train,0,910.47,6.815059,19,430.0,2.12,4.49,0.6806,13,6,1,4,1,0.25,106.5875,0,0.22104,0.59053
SYN020364,2338.0,2011-05-08 05:35:00,train,0,47.78,3.88732,13,84.0,0.57,2.0,0.17,18,6,1,0,0,-1.0,0.0,1,0.199621,0.323539
SYN020365,764.0,2011-05-08 05:46:00,train,0,501.44,6.219476,18,90.0,5.57,26.95,0.9425,12,6,1,2,0,0.0,40.3285,0,0.179535,0.225414
SYN020366,5841.0,2011-05-08 06:46:00,train,0,258.76,5.559758,20,148.0,1.75,2.99,0.4623,10,6,1,2,0,0.0,197.9674,0,0.204911,0.378982
SYN020367,2881.0,2011-05-08 07:19:00,train,0,210.1,5.352332,16,73.0,2.88,4.96,0.7383,8,6,1,0,0,-1.0,0.0,1,0.189607,0.254767
SYN020368,3296.0,2011-05-08 08:23:00,train,0,68.12,4.235844,22,157.0,0.43,1.55,0.1356,12,6,1,1,0,0.0,15.091,0,0.201881,0.290222
SYN020369,3378.0,2011-05-08 08:34:00,train,0,325.62,5.788797,16,152.0,2.14,8.93,0.4993,9,6,1,11,1,0.090909,158.9812,0,0.189739,0.236442
SYN020370,717.0,2011-05-08 09:52:00,train,0,279.43,5.636324,25,126.0,2.22,5.88,0.5006,11,6,1,4,1,0.25,59.0188,0,0.192443,0.259713
SYN020371,2171.0,2011-05-08 10:45:00,train,0,192.07,5.263053,21,283.0,0.68,3.39,0.1693,14,6,1,1,0,0.0,73.9826,0,0.2001,0.26633
SYN020372,1864.0,2011-05-08 11:21:00,train,0,246.38,5.510926,19,53.0,4.65,24.52,1.021,18,6,1,8,2,0.25,202.8486,0,0.198449,0.241056
SYN020373,4137.0,2011-05-08 11:30:00,train,0,964.19,6.872325,30,513.0,1.88,8.75,0.5527,13,6,1,2,1,0.5,128.8826,0,0.19756,0.239154
SYN020374,3115.0,2011-05-08 11:56:00,train,0,313.84,5.752065,23,57.0,5.51,25.92,1.6027,14,6,1,2,2,1.0,15.9181,0,0.209977,0.343895
SYN020375,3899.0,2011-05-08 12:41:00,train,0,211.33,5.358142,21,70.0,3.02,12.95,0.8084,14,6,1,1,0,0.0,12.6375,0,0.189711,0.37458
SYN020376,3465.0,2011-05-08 13:44:00,train,1,444.94,6.100184,22,169.0,2.63,5.49,0.7707,11,6,0,8,1,0.125,200.8833,0,0.206227,0.3225
SYN020377,1746.0,2011-05-08 15:07:00,train,0,37.43,3.648838,15,45.0,0.83,1.31,0.2275,13,6,1,7,0,0.0,147.9007,0,0.189873,0.248066
SYN020378,218.0,2011-05-08 15:51:00,train,0,185.39,5.227841,23,188.0,0.99,3.15,0.2737,6,6,1,5,1,0.2,216.1431,0,0.199997,0.263035
SYN020379,4143.0,2011-05-08 15:52:00,train,0,37.52,3.651178,19,21.0,1.79,7.89,0.3449,20,6,1,1,0,0.0,55.1597,0,0.206998,0.286752
SYN020380,3851.0,2011-05-08 15:59:00,train,1,481.51,6.179002,24,225.0,2.14,9.53,0.4554,14,6,1,1,1,1.0,49.1521,0,0.200775,0.308223
SYN020381,4916.0,2011-05-08 17:13:00,train,0,58.13,4.079738,20,97.0,0.6,2.62,0.1448,12,6,0,17,2,0.117647,489.9465,0,0.198793,0.279211
SYN020382,847.0,2011-05-08 17:25:00,train,0,394.7,5.980656,10,92.0,4.29,17.65,1.0369,9,6,1,0,0,-1.0,0.0,1,0.196991,0.258243
SYN020383,2841.0,2011-05-08 17:49:00,train,0,297.29,5.698066,24,1240.0,0.24,0.37,0.0586,7,6,1,1,0,0.0,15.709,0,0.201272,0.27282
SYN020384,1666.0,2011-05-08 17:59:00,train,1,392.81,5.975869,19,119.0,3.3,5.46,0.5106,10,6,1,4,1,0.25,114.4556,0,0.195874,0.24836
SYN020385,814.0,2011-05-08 18:04:00,train,0,297.52,5.698837,20,190.0,1.57,3.51,0.373,6,6,1,1,1,1.0,122.0722,0,0.224067,0.412417
SYN020386,201.0,2011-05-08 18:40:00,train,0,212.22,5.362324,19,501.0,0.42,2.14,0.1013,15,6,1,0,0,-1.0,0.0,1,0.197253,0.257993
SYN020387,5693.0,2011-05-08 18:48:00,train,0,46.97,3.870576,13,61.0,0.77,4.58,0.1846,10,6,1,2,0,0.0,124.0236,0,0.1992,0.274561
SYN020388,1890.0,2011-05-08 19:11:00,train,0,313.1,5.749711,15,191.0,1.64,8.73,0.3611,10,6,1,2,0,0.0,55.5493,0,0.207902,0.263558
SYN020389,320.0,2011-05-08 19:23:00,train,0,118.87,4.786408,16,231.0,0.51,1.04,0.0981,14,6,1,12,2,0.166667,415.6569,0,0.194202,0.278771
SYN020390,997.0,2011-05-08 20:23:00,train,0,491.06,6.198601,18,184.0,2.67,5.23,0.9825,10,6,1,0,0,-1.0,0.0,1,0.193015,0.25478
SYN020391,5793.0,2011-05-08 20:56:00,train,0,1355.2,7.212442,22,55.0,24.64,60.84,6.2791,12,6,1,3,1,0.333333,190.8771,0,0.202428,0.290993
SYN020392,1522.0,2011-05-08 21:05:00,train,1,1195.52,7.087173,25,455.0,2.63,14.13,0.5306,13,6,0,5,4,0.8,210.5361,0,0.203482,0.276782
SYN020393,4616.0,2011-05-08 21:34:00,train,0,143.09,4.970438,19,195.0,0.73,1.34,0.1036,14,6,1,1,0,0.0,1.6875,0,0.194656,0.261538
SYN020394,4425.0,2011-05-08 22:14:00,train,0,233.82,5.458819,21,135.0,1.73,2.0,0.3445,13,6,1,1,0,0.0,1.3667,0,0.208977,0.342644
SYN020395,5328.0,2011-05-08 22:30:00,train,0,399.21,5.991989,18,140.0,2.85,5.19,1.3377,17,6,1,8,1,0.125,205.284,0,0.226769,0.309499
SYN020396,1211.0,2011-05-08 22:55:00,train,1,219.43,5.39558,17,143.0,1.53,8.88,0.2979,12,6,1,0,0,-1.0,0.0,1,0.211207,0.320262
SYN020397,5400.0,2011-05-08 23:05:00,train,0,112.31,4.730127,17,33.0,3.4,18.66,0.8756,10,6,1,1,0,0.0,54.3285,0,0.201965,0.256103
SYN020398,456.0,2011-05-08 23:19:00,train,0,529.54,6.273895,16,133.0,3.98,9.39,1.4066,13,6,1,0,0,-1.0,0.0,1,0.186916,0.245998
SYN020399,1908.0,2011-05-08 23:23:00,train,0,493.04,6.202616,21,272.0,1.81,7.11,0.5033,16,6,1,0,0,-1.0,0.0,1,0.196599,0.266941
SYN020400,2068.0,2011-05-08 23:41:00,train,0,942.55,6.849649,23,151.0,6.24,36.79,1.2138,9,6,1,8,1,0.125,390.6993,0,0.198591,0.24842
SYN020401,4142.0,2011-05-08 23:53:00,train,0,257.68,5.555592,21,87.0,2.96,9.06,0.6288,17,6,1,0,0,-1.0,0.0,1,0.199091,0.27044
SYN020402,730.0,2011-05-09 00:32:00,train,0,475.7,6.166887,13,37.0,12.86,66.25,2.4234,12,0,1,5,1,0.2,235.5132,0,0.205608,0.27367
SYN020403,2595.0,2011-05-09 00:37:00,train,0,70.22,4.265774,19,313.0,0.22,0.41,0.068,11,0,0,3,0,0.0,159.0076,0,0.202052,0.295764
SYN020404,126.0,2011-05-09 00:39:00,train,0,194.94,5.277808,21,233.0,0.84,2.56,0.2377,13,0,1,0,0,-1.0,0.0,1,0.197625,0.279475
SYN020405,1026.0,2011-05-09 01:31:00,train,1,1755.53,7.471096,27,357.0,4.92,24.18,1.1976,12,0,1,5,1,0.2,149.5674,0,0.197548,0.281115
SYN020406,3061.0,2011-05-09 01:33:00,train,0,396.54,5.985296,21,87.0,4.56,5.26,1.0532,14,0,1,2,0,0.0,82.7417,0,0.194436,0.323335
SYN020407,2456.0,2011-05-09 02:48:00,train,0,863.02,6.761596,16,144.0,5.99,8.43,1.3014,16,0,1,6,1,0.166667,353.3576,0,0.218039,0.40212
SYN020408,5031.0,2011-05-09 02:52:00,train,0,203.18,5.319002,23,192.0,1.06,3.63,0.2642,8,0,1,1,0,0.0,2.5271,0,0.200073,0.256491
